playerID,year,stint,tmID,GP,GS,minutes,points,rebounds,assists,steals,blocks,turnovers,PF,fgMade,ftMade,threeAttempted,threeMade,dq,PostGP,PostGS,PostMinutes,PostPoints,PostoRebounds,PostdRebounds,PostRebounds,PostAssists,PostSteals,PostBlocks,PostTurnovers,PostPF,PostfgAttempted,PostfgMade,PostftAttempted,PostftMade,PostthreeAttempted,PostthreeMade,PostDQ,TSht,AstTO,RebP,ORebP,DRebP,StlR,BlkR,PPG,num_awards,MIN,PTS,ORB,DRB,AST,STL,BLK,TO,FGM,FGA,FTM,FTA,uPER,PER
aycocan01w,1,1,SEA,1,0,7,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,,0.286,0.143,0.143,0.0,0.0,0.0,0.0,7,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
azizle01w,4,0,IND,7,0,44,10,9,1,0,4,3,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.317,0.333,0.205,0.045,0.159,0.0,0.091,1.429,0.0,44,10,0,0,1,0,4,3,0,0,0,0,0.27272721074381573,11.543738434076072
azzije01w,1,0,UTA,15,15,559,144,41,92,12,5,28,0,47,40,24,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.586,3.286,0.073,0.009,0.064,0.021,0.009,9.6,0.0,559,144,0,0,92,12,5,28,0,0,0,0,0.40250446507147647,17.03682683755894
azzije01w,2,0,UTA,32,32,1205,276,98,171,22,10,69,0,75,88,74,38,1,2,2,75,9,0,3,3,10,1,1,5,7,12,3,1,1,7,2,0,0.61,2.478,0.081,0.008,0.073,0.018,0.008,8.625,0.0,1205,276,0,0,171,22,10,69,0,0,0,0,0.34024895983195885,14.401734920598322
azzije01w,3,0,UTA,32,32,1151,306,69,158,27,14,67,0,91,83,92,41,0,5,5,186,40,2,11,13,34,4,5,8,20,33,13,8,7,19,7,0,0.628,2.358,0.06,0.013,0.047,0.023,0.012,9.562,0.0,1151,306,0,0,158,27,14,67,0,0,0,0,0.3805386587268579,16.10707904215457
azzije01w,4,0,SAS,34,34,1136,260,91,111,27,9,61,0,85,51,97,39,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.543,1.82,0.08,0.009,0.071,0.024,0.008,7.647,0.0,1136,260,0,0,111,27,9,61,0,0,0,0,0.3045774621075928,12.891865633412943
badertr01w,1,0,CLE,25,0,201,47,11,21,17,1,18,0,17,5,24,8,0,5,0,36,8,0,1,1,1,2,0,1,1,9,3,1,0,3,2,0,0.464,1.167,0.055,0.01,0.045,0.085,0.005,1.88,0.0,201,47,0,0,21,17,1,18,0,0,0,0,0.3383084408801771,14.319598476843254
badertr01w,2,0,CLE,19,0,114,21,12,11,5,0,8,0,8,0,13,5,0,1,0,4,0,1,0,1,0,0,0,0,0,2,0,0,0,2,0,0,0.525,1.375,0.105,0.018,0.088,0.044,0.0,1.105,0.0,114,21,0,0,11,5,0,8,0,0,0,0,0.25438594259772435,10.767406650202059
badertr01w,3,0,CLE,18,0,132,14,7,15,6,1,7,0,4,5,14,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.244,2.143,0.053,0.008,0.045,0.045,0.008,0.778,0.0,132,14,0,0,15,6,1,7,0,0,0,0,0.21969695305326112,9.299124036408037
bakersh01w,7,0,NYL,34,16,614,251,56,35,46,2,50,0,97,48,33,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.455,0.7,0.091,0.037,0.054,0.075,0.003,7.382,0.0,614,251,0,0,35,46,2,50,0,0,0,0,0.4625407090791416,19.57798397218698
bakersh01w,8,2,LAS,24,11,492,203,69,77,36,2,65,0,63,70,33,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.443,1.185,0.14,0.035,0.106,0.073,0.004,8.458,0.0,492,203,0,0,77,36,2,65,0,0,0,0,0.5142276318246417,21.7657389637372
bakersh01w,8,1,NYL,3,0,13,5,1,0,0,0,0,0,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.25,,0.077,0.0,0.077,0.0,0.0,1.667,0.0,13,5,0,0,0,0,0,0,0,0,0,0,0.38461508875762407,16.279622302108855
